2,0,0.3,0.5
2,0.5,0.5,0.5
2,1,0.7,0.5
2,1.5,0.5,0.5
5,0,1,0.5
5,0.5,0,0.5
5,1,1,0.5
5,1.5,0,0.5
4,0,0.4,0.5
4,0.5,0.3,0.5
4,1,0.4,0.5
4,1.5,0.5,0.5
